States/UTs,Year,CrimeHead,Male_below 14 years,Male_14 and above – below 18 years,Male_18 and above – below 30 years,Male_30 and above – below 45 years,Male_45 and above – below 60 years,Male_60 years & above,Male_Total,Female_below 14 years,Female_14 and above – below 18 years,Female_18 and above – below 30 years,Female_30 and above – below 45 years,Female_45 and above – below 60 years,Female_60 years & above,Female_Total,Transgender_below 14 years,Transgender_14 and above – below 18 years,Transgender_18 and above – below 30 years,Transgender_30 and above – below 45 years,Transgender_45 and above – below 60 years,Transgender_60 years & above,Transgender_Total,Grand Total
Mizoram,2014,Public Sector Undertaking,0,0,3,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Mizoram,2014,Students,4,0,7,0,0,0,11,0,3,1,0,0,0,4,0,0,0,0,0,0,0,15
Mizoram,2014,Unemployed Persons,0,1,13,6,3,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
Mizoram,2014,Self-employed Persons (Total),0,0,8,6,3,0,17,0,0,0,0,0,1,1,0,0,0,0,0,0,0,18
Mizoram,2014,Business (Total),0,0,8,4,1,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
Mizoram,2014,Vendor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mizoram,2014,Tradesmen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mizoram,2014,Others,0,0,8,4,1,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
Mizoram,2014,Agriculture (Total),0,0,0,2,2,0,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,5
Mizoram,2014,Agricultural Labourers,0,0,0,2,2,0,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,5
Mizoram,2014,Farmers (Sub Total),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mizoram,2014,Have Own Land,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mizoram,2014,On Contract/Lease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mizoram,2014,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mizoram,2014,Daily Wage Earner,0,0,1,8,2,0,11,0,0,1,0,1,0,2,0,0,0,0,0,0,0,13
Mizoram,2014,Retired Persons,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mizoram,2014,Others,0,0,4,14,2,4,24,0,0,3,0,1,0,4,0,0,0,0,0,0,0,28
Mizoram,2014,Total,4,1,40,38,12,5,100,0,3,8,1,3,1,16,0,0,0,0,0,0,0,116
Nagaland,2014,Housewife,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
Nagaland,2014,Profession/Salaried Persons (Total),0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Nagaland,2014,Govt. Servants (Total),0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Nagaland,2014,Central/UT Govt. Servants,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Nagaland,2014,State Govt. Servants,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Nagaland,2014,Other Statutory Body/etc.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2014,Private Sector Enterprises,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2014,Public Sector Undertaking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2014,Students,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2
Nagaland,2014,Unemployed Persons,0,0,2,0,0,0,2,0,1,0,1,0,0,2,0,0,0,0,0,0,0,4
Nagaland,2014,Self-employed Persons (Total),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2014,Business (Total),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2014,Vendor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2014,Tradesmen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2014,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2014,Agriculture (Total),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2014,Agricultural Labourers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2014,Farmers (Sub Total),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2014,Have Own Land,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2014,On Contract/Lease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2014,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2014,Daily Wage Earner,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2014,Retired Persons,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2014,Others,0,0,1,1,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Nagaland,2014,Total,0,0,4,3,1,1,9,0,2,1,1,0,0,4,0,0,0,0,0,0,0,13
Odisha,2014,Housewife,0,0,0,0,0,0,0,0,0,242,252,104,15,613,0,0,0,0,0,0,0,613
Odisha,2014,Profession/Salaried Persons (Total),0,0,96,90,58,0,244,0,0,124,84,62,0,270,0,0,0,0,0,0,0,514
Odisha,2014,Govt. Servants (Total),0,0,27,41,16,0,84,0,0,62,33,8,0,103,0,0,0,0,0,0,0,187
Odisha,2014,Central/UT Govt. Servants,0,0,10,12,3,0,25,0,0,15,18,6,0,39,0,0,0,0,0,0,0,64
Odisha,2014,State Govt. Servants,0,0,3,10,9,0,22,0,0,1,2,2,0,5,0,0,0,0,0,0,0,27
Odisha,2014,Other Statutory Body/etc.,0,0,14,19,4,0,37,0,0,46,13,0,0,59,0,0,0,0,0,0,0,96
Odisha,2014,Private Sector Enterprises,0,0,57,29,23,0,109,0,0,61,49,51,0,161,0,0,0,0,0,0,0,270
Odisha,2014,Public Sector Undertaking,0,0,12,20,19,0,51,0,0,1,2,3,0,6,0,0,0,0,0,0,0,57
Odisha,2014,Students,7,84,75,5,0,0,171,11,73,62,6,0,2,154,0,0,0,0,0,0,0,325
Odisha,2014,Unemployed Persons,0,4,128,118,21,15,286,0,8,34,24,3,5,74,0,0,0,0,0,0,0,360
Odisha,2014,Self-employed Persons (Total),0,28,116,158,119,49,470,0,0,18,14,4,0,36,0,0,0,0,0,0,0,506
Odisha,2014,Business (Total),0,13,69,78,55,23,238,0,0,6,4,0,0,10,0,0,0,0,0,0,0,248
Odisha,2014,Vendor,0,0,1,3,3,2,9,0,0,0,1,0,0,1,0,0,0,0,0,0,0,10
Odisha,2014,Tradesmen,0,0,6,24,28,13,71,0,0,1,1,0,0,2,0,0,0,0,0,0,0,73
Odisha,2014,Others,0,13,62,51,24,8,158,0,0,5,2,0,0,7,0,0,0,0,0,0,0,165
Odisha,2014,Agriculture (Total),0,0,13,37,35,13,98,0,0,0,4,0,0,4,0,0,0,0,0,0,0,102
Odisha,2014,Agricultural Labourers,0,0,11,34,35,13,93,0,0,0,4,0,0,4,0,0,0,0,0,0,0,97
Odisha,2014,Farmers (Sub Total),0,0,2,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Odisha,2014,Have Own Land,0,0,2,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Odisha,2014,On Contract/Lease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,2014,Others,0,15,34,43,29,13,134,0,0,12,6,4,0,22,0,0,0,0,0,0,0,156
Odisha,2014,Daily Wage Earner,0,2,37,56,40,6,141,0,9,28,17,10,0,64,0,0,0,0,0,0,0,205
Odisha,2014,Retired Persons,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Odisha,2014,Others,18,157,258,253,236,90,1012,25,122,231,118,95,30,621,0,0,0,0,0,0,0,1633
Odisha,2014,Total,25,275,710,680,474,164,2328,36,212,739,515,278,52,1832,0,0,0,0,0,0,0,4160
Punjab,2014,Housewife,0,0,0,0,0,0,0,0,0,73,50,19,4,146,0,0,0,0,0,0,0,146
Punjab,2014,Profession/Salaried Persons (Total),0,0,27,22,9,4,62,0,2,2,4,0,0,8,0,0,0,0,0,0,0,70
Punjab,2014,Govt. Servants (Total),0,0,12,7,5,4,28,0,0,0,2,0,0,2,0,0,0,0,0,0,0,30
Punjab,2014,Central/UT Govt. Servants,0,0,6,6,1,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
Punjab,2014,State Govt. Servants,0,0,4,1,4,2,11,0,0,0,2,0,0,2,0,0,0,0,0,0,0,13
Punjab,2014,Other Statutory Body/etc.,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Punjab,2014,Private Sector Enterprises,0,0,14,14,4,0,32,0,0,2,2,0,0,4,0,0,0,0,0,0,0,36
Punjab,2014,Public Sector Undertaking,0,0,1,1,0,0,2,0,2,0,0,0,0,2,0,0,0,0,0,0,0,4
Punjab,2014,Students,2,12,21,0,0,0,35,1,5,7,3,0,1,17,0,0,0,0,0,0,0,52
Punjab,2014,Unemployed Persons,0,0,35,22,10,2,69,0,0,7,6,0,0,13,0,0,0,0,0,0,0,82
Punjab,2014,Self-employed Persons (Total),1,4,83,106,60,17,271,0,0,5,8,6,0,19,0,0,0,0,0,0,0,290
Punjab,2014,Business (Total),0,2,48,70,39,6,165,0,0,4,7,4,0,15,0,0,0,0,0,0,0,180
Punjab,2014,Vendor,0,0,2,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Punjab,2014,Tradesmen,0,1,19,34,16,3,73,0,0,2,5,2,0,9,0,0,0,0,0,0,0,82
Punjab,2014,Others,0,1,27,36,21,3,88,0,0,2,2,2,0,6,0,0,0,0,0,0,0,94
Punjab,2014,Agriculture (Total),1,2,20,23,12,3,61,0,0,1,1,1,0,3,0,0,0,0,0,0,0,64
Punjab,2014,Agricultural Labourers,0,0,13,16,8,3,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Punjab,2014,Farmers (Sub Total),1,2,7,7,4,0,21,0,0,1,1,1,0,3,0,0,0,0,0,0,0,24
Punjab,2014,Have Own Land,1,2,7,7,4,0,21,0,0,1,1,1,0,3,0,0,0,0,0,0,0,24
Punjab,2014,On Contract/Lease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Punjab,2014,Others,0,0,15,13,9,8,45,0,0,0,0,1,0,1,0,0,0,0,0,0,0,46
Punjab,2014,Daily Wage Earner,0,3,35,30,18,0,86,0,0,0,3,1,0,4,0,0,0,0,0,0,0,90
Punjab,2014,Retired Persons,0,0,0,3,3,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
Punjab,2014,Others,2,30,66,48,32,2,180,1,5,15,2,1,2,26,0,0,0,0,0,0,0,206
Punjab,2014,Total,5,49,267,231,132,26,710,2,12,109,76,27,7,233,0,0,0,0,0,0,0,943
Rajasthan,2014,Housewife,0,0,0,0,0,0,0,2,37,290,267,74,14,684,0,0,0,0,0,0,0,684
Rajasthan,2014,Profession/Salaried Persons (Total),0,1,56,58,27,1,143,0,0,12,12,5,0,29,0,0,0,0,0,0,0,172
Rajasthan,2014,Govt. Servants (Total),0,0,14,20,14,0,48,0,0,4,7,1,0,12,0,0,0,0,0,0,0,60
Rajasthan,2014,Central/UT Govt. Servants,0,0,4,4,2,0,10,0,0,3,6,0,0,9,0,0,0,0,0,0,0,19
Rajasthan,2014,State Govt. Servants,0,0,7,10,7,0,24,0,0,1,0,0,0,1,0,0,0,0,0,0,0,25
Rajasthan,2014,Other Statutory Body/etc.,0,0,3,6,5,0,14,0,0,0,1,1,0,2,0,0,0,0,0,0,0,16
Rajasthan,2014,Private Sector Enterprises,0,1,35,33,12,1,82,0,0,7,5,4,0,16,0,0,0,0,0,0,0,98
Rajasthan,2014,Public Sector Undertaking,0,0,7,5,1,0,13,0,0,1,0,0,0,1,0,0,0,0,0,0,0,14
Rajasthan,2014,Students,8,25,86,1,0,0,120,7,26,47,0,0,0,80,0,0,0,0,0,0,0,200
Rajasthan,2014,Unemployed Persons,1,5,58,47,33,12,156,0,1,4,0,1,0,6,0,0,0,0,0,0,0,162
Rajasthan,2014,Self-employed Persons (Total),0,30,289,323,173,33,848,0,5,31,14,3,4,57,0,0,0,0,0,0,0,905
Rajasthan,2014,Business (Total),0,20,141,155,85,22,423,0,4,17,6,2,4,33,0,0,0,0,0,0,0,456
Rajasthan,2014,Vendor,0,4,22,26,22,7,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81
Rajasthan,2014,Tradesmen,0,4,21,18,10,6,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59
Rajasthan,2014,Others,0,12,98,111,53,9,283,0,4,17,6,2,4,33,0,0,0,0,0,0,0,316
Rajasthan,2014,Agriculture (Total),0,8,121,140,81,7,357,0,0,9,6,1,0,16,0,0,0,0,0,0,0,373
Rajasthan,2014,Agricultural Labourers,0,8,121,140,81,7,357,0,0,9,6,1,0,16,0,0,0,0,0,0,0,373
Rajasthan,2014,Farmers (Sub Total),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,2014,Have Own Land,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,2014,On Contract/Lease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,2014,Others,0,2,27,28,7,4,68,0,1,5,2,0,0,8,0,0,0,0,0,0,0,76
Rajasthan,2014,Daily Wage Earner,0,21,231,196,62,8,518,0,3,5,1,0,0,9,0,0,0,0,0,0,0,527
Rajasthan,2014,Retired Persons,0,0,2,3,1,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
Rajasthan,2014,Others,33,96,505,487,236,82,1439,26,59,140,95,28,11,359,0,0,0,0,0,0,0,1798
Rajasthan,2014,Total,42,178,1227,1115,532,141,3235,35,131,529,389,111,29,1224,0,0,0,0,0,0,0,4459
Sikkim,2014,Housewife,0,0,0,0,0,0,0,0,0,5,12,6,1,24,0,0,0,0,0,0,0,24
Sikkim,2014,Profession/Salaried Persons (Total),0,0,5,2,1,0,8,0,2,3,4,0,0,9,0,0,0,0,0,0,0,17
Sikkim,2014,Govt. Servants (Total),0,0,1,2,1,0,4,0,0,2,4,0,0,6,0,0,0,0,0,0,0,10
Sikkim,2014,Central/UT Govt. Servants,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,2014,State Govt. Servants,0,0,0,2,1,0,3,0,0,2,4,0,0,6,0,0,0,0,0,0,0,9
Sikkim,2014,Other Statutory Body/etc.,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Sikkim,2014,Private Sector Enterprises,0,0,4,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,5
Sikkim,2014,Public Sector Undertaking,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,2
Sikkim,2014,Students,4,6,7,0,0,0,17,3,3,1,0,0,0,7,0,0,0,0,0,0,0,24
Sikkim,2014,Unemployed Persons,0,2,17,14,8,4,45,0,5,6,6,4,1,22,0,0,0,0,0,0,0,67
Sikkim,2014,Self-employed Persons (Total),0,0,7,20,9,3,39,0,0,1,0,1,1,3,0,0,0,0,0,0,0,42
Sikkim,2014,Business (Total),0,0,5,1,0,0,6,0,0,1,0,0,0,1,0,0,0,0,0,0,0,7
Sikkim,2014,Vendor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,2014,Tradesmen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,2014,Others,0,0,5,1,0,0,6,0,0,1,0,0,0,1,0,0,0,0,0,0,0,7
Sikkim,2014,Agriculture (Total),0,0,2,19,9,3,33,0,0,0,0,1,1,2,0,0,0,0,0,0,0,35
Sikkim,2014,Agricultural Labourers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,2014,Farmers (Sub Total),0,0,2,19,9,3,33,0,0,0,0,1,1,2,0,0,0,0,0,0,0,35
Sikkim,2014,Have Own Land,0,0,2,19,9,3,33,0,0,0,0,1,1,2,0,0,0,0,0,0,0,35
Sikkim,2014,On Contract/Lease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,2014,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,2014,Daily Wage Earner,0,0,10,6,4,1,21,0,0,2,0,0,0,2,0,0,0,0,0,0,0,23
Sikkim,2014,Retired Persons,0,1,1,1,3,0,6,0,0,1,0,0,0,1,0,0,0,0,0,0,0,7
Sikkim,2014,Others,2,0,6,8,8,1,25,3,4,3,3,1,1,15,0,0,0,0,0,0,0,40
Sikkim,2014,Total,6,9,53,51,33,9,161,6,14,22,25,12,4,83,0,0,0,0,0,0,0,244
Tamil Nadu,2014,Housewife,0,0,0,0,0,0,0,0,0,896,777,313,157,2143,0,0,0,0,0,0,0,2143
Tamil Nadu,2014,Profession/Salaried Persons (Total),0,5,372,459,317,78,1231,0,12,99,49,38,2,200,0,0,0,0,0,0,0,1431
Tamil Nadu,2014,Govt. Servants (Total),0,0,25,93,74,15,207,0,0,17,8,4,0,29,0,0,0,0,0,0,0,236
Tamil Nadu,2014,Central/UT Govt. Servants,0,0,1,12,12,4,29,0,0,1,1,1,0,3,0,0,0,0,0,0,0,32
Tamil Nadu,2014,State Govt. Servants,0,0,14,39,39,6,98,0,0,10,3,3,0,16,0,0,0,0,0,0,0,114
Tamil Nadu,2014,Other Statutory Body/etc.,0,0,10,42,23,5,80,0,0,6,4,0,0,10,0,0,0,0,0,0,0,90
Tamil Nadu,2014,Private Sector Enterprises,0,5,285,309,199,49,847,0,7,69,37,30,2,145,0,0,0,0,0,0,0,992
Tamil Nadu,2014,Public Sector Undertaking,0,0,62,57,44,14,177,0,5,13,4,4,0,26,0,0,0,0,0,0,0,203
Tamil Nadu,2014,Students,49,198,208,8,0,0,463,52,194,136,3,2,3,390,0,0,0,0,0,0,0,853
Tamil Nadu,2014,Unemployed Persons,0,46,399,420,267,175,1307,0,33,160,110,80,39,422,0,0,1,0,0,0,1,1730
Tamil Nadu,2014,Self-employed Persons (Total),0,29,560,881,659,167,2296,0,14,170,120,67,33,404,0,0,0,0,0,0,0,2700
Tamil Nadu,2014,Business (Total),0,18,296,493,386,53,1246,0,8,49,53,24,19,153,0,0,0,0,0,0,0,1399
Tamil Nadu,2014,Vendor,0,8,82,134,137,10,371,0,3,16,9,12,15,55,0,0,0,0,0,0,0,426
Tamil Nadu,2014,Tradesmen,0,1,35,36,34,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106
Tamil Nadu,2014,Others,0,9,179,323,215,43,769,0,5,33,44,12,4,98,0,0,0,0,0,0,0,867
Tamil Nadu,2014,Agriculture (Total),0,11,136,256,202,86,691,0,2,96,55,40,11,204,0,0,0,0,0,0,0,895
Tamil Nadu,2014,Agricultural Labourers,0,11,126,232,185,74,628,0,2,93,53,40,11,199,0,0,0,0,0,0,0,827
Tamil Nadu,2014,Farmers (Sub Total),0,0,10,24,17,12,63,0,0,3,2,0,0,5,0,0,0,0,0,0,0,68
Tamil Nadu,2014,Have Own Land,0,0,10,23,17,12,62,0,0,3,2,0,0,5,0,0,0,0,0,0,0,67
Tamil Nadu,2014,On Contract/Lease,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Tamil Nadu,2014,Others,0,0,128,132,71,28,359,0,4,25,12,3,3,47,0,0,0,0,0,0,0,406
Tamil Nadu,2014,Daily Wage Earner,2,24,879,1267,855,307,3334,0,41,232,131,93,49,546,0,0,0,0,0,0,0,3880
Tamil Nadu,2014,Retired Persons,0,0,0,18,10,47,75,0,1,0,1,2,1,5,0,0,0,0,0,0,0,80
Tamil Nadu,2014,Others,50,199,524,683,547,254,2257,119,128,297,218,171,112,1045,0,0,3,0,0,0,3,3305
Tamil Nadu,2014,Total,101,501,2942,3736,2655,1028,10963,171,423,1990,1409,766,396,5155,0,0,4,0,0,0,4,16122
Telangana,2014,Housewife,0,0,0,0,0,0,0,0,6,266,245,123,85,725,0,0,0,0,0,0,0,725
Telangana,2014,Profession/Salaried Persons (Total),0,8,148,210,111,7,484,3,25,66,31,11,4,140,0,0,0,0,0,0,0,624
Telangana,2014,Govt. Servants (Total),0,1,28,43,31,1,104,0,0,12,10,5,0,27,0,0,0,0,0,0,0,131
Telangana,2014,Central/UT Govt. Servants,0,1,0,3,1,0,5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,6
Telangana,2014,State Govt. Servants,0,0,8,11,17,1,37,0,0,0,0,1,0,1,0,0,0,0,0,0,0,38
Telangana,2014,Other Statutory Body/etc.,0,0,20,29,13,0,62,0,0,12,9,4,0,25,0,0,0,0,0,0,0,87
Telangana,2014,Private Sector Enterprises,0,7,106,130,41,6,290,0,10,33,12,2,4,61,0,0,0,0,0,0,0,351
Telangana,2014,Public Sector Undertaking,0,0,14,37,39,0,90,3,15,21,9,4,0,52,0,0,0,0,0,0,0,142
Telangana,2014,Students,10,66,111,4,0,0,191,19,64,78,1,0,0,162,0,0,0,0,0,0,0,353
Telangana,2014,Unemployed Persons,0,15,109,92,37,14,267,1,3,18,11,1,1,35,0,0,0,0,0,0,0,302
Telangana,2014,Self-employed Persons (Total),1,40,625,820,566,152,2204,1,14,122,101,73,40,351,0,0,0,0,0,0,0,2555
Telangana,2014,Business (Total),0,14,331,355,220,42,962,0,1,27,14,6,7,55,0,0,0,0,0,0,0,1017
Telangana,2014,Vendor,0,5,44,24,19,11,103,0,0,1,1,1,0,3,0,0,0,0,0,0,0,106
Telangana,2014,Tradesmen,0,0,18,20,15,2,55,0,0,7,1,0,0,8,0,0,0,0,0,0,0,63
Telangana,2014,Others,0,9,269,311,186,29,804,0,1,19,12,5,7,44,0,0,0,0,0,0,0,848
Telangana,2014,Agriculture (Total),0,21,266,421,313,94,1115,1,13,63,71,55,29,232,0,0,0,0,0,0,0,1347
Telangana,2014,Agricultural Labourers,0,15,124,122,80,23,364,1,10,23,19,22,10,85,0,0,0,0,0,0,0,449
Telangana,2014,Farmers (Sub Total),0,6,142,299,233,71,751,0,3,40,52,33,19,147,0,0,0,0,0,0,0,898
Telangana,2014,Have Own Land,0,3,93,207,173,54,530,0,0,17,38,23,15,93,0,0,0,0,0,0,0,623
Telangana,2014,On Contract/Lease,0,3,49,92,60,17,221,0,3,23,14,10,4,54,0,0,0,0,0,0,0,275
Telangana,2014,Others,1,5,28,44,33,16,127,0,0,32,16,12,4,64,0,0,0,0,0,0,0,191
Telangana,2014,Daily Wage Earner,2,16,206,387,206,91,908,0,14,122,120,47,31,334,0,0,0,0,0,0,0,1242
Telangana,2014,Retired Persons,0,0,4,1,0,22,27,0,0,2,0,0,1,3,0,0,0,0,0,0,0,30
Telangana,2014,Others,12,35,774,858,575,334,2588,14,44,412,342,205,187,1204,0,0,0,0,0,0,0,3792
Telangana,2014,Total,25,180,1977,2372,1495,620,6669,38,170,1086,851,460,349,2954,0,0,0,0,0,0,0,9623
Tripura,2014,Housewife,0,0,0,0,0,0,0,0,1,54,44,15,9,123,0,0,0,0,0,0,0,123
Tripura,2014,Profession/Salaried Persons (Total),0,1,8,22,13,0,44,0,0,3,5,4,2,14,0,0,0,0,0,0,0,58
Tripura,2014,Govt. Servants (Total),0,1,4,20,11,0,36,0,0,3,5,4,2,14,0,0,0,0,0,0,0,50
Tripura,2014,Central/UT Govt. Servants,0,0,2,10,6,0,18,0,0,2,3,3,1,9,0,0,0,0,0,0,0,27
Tripura,2014,State Govt. Servants,0,1,2,10,5,0,18,0,0,1,2,1,1,5,0,0,0,0,0,0,0,23
Tripura,2014,Other Statutory Body/etc.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tripura,2014,Private Sector Enterprises,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Tripura,2014,Public Sector Undertaking,0,0,2,2,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Tripura,2014,Students,7,19,13,0,0,0,39,3,27,4,0,0,0,34,0,0,0,0,0,0,0,73
Tripura,2014,Unemployed Persons,0,10,32,39,16,4,101,0,0,7,4,1,0,12,0,0,0,0,0,0,0,113
Tripura,2014,Self-employed Persons (Total),0,5,39,28,25,7,104,0,1,5,0,1,0,7,0,0,0,0,0,0,0,111
Tripura,2014,Business (Total),0,5,28,20,16,6,75,0,1,3,0,0,0,4,0,0,0,0,0,0,0,79
Tripura,2014,Vendor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tripura,2014,Tradesmen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tripura,2014,Others,0,5,28,20,16,6,75,0,1,3,0,0,0,4,0,0,0,0,0,0,0,79
Tripura,2014,Agriculture (Total),0,0,11,8,9,1,29,0,0,2,0,1,0,3,0,0,0,0,0,0,0,32
Tripura,2014,Agricultural Labourers,0,0,11,8,9,1,29,0,0,2,0,1,0,3,0,0,0,0,0,0,0,32
Tripura,2014,Farmers (Sub Total),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tripura,2014,Have Own Land,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tripura,2014,On Contract/Lease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tripura,2014,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tripura,2014,Daily Wage Earner,0,1,17,16,8,3,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45
Tripura,2014,Retired Persons,0,0,0,0,0,3,3,0,0,0,0,0,2,2,0,0,0,0,0,0,0,5
Tripura,2014,Others,7,12,38,34,38,27,156,4,19,26,13,11,5,78,0,0,0,0,0,0,0,234
Tripura,2014,Total,14,48,147,139,100,44,492,7,48,99,66,32,18,270,0,0,0,0,0,0,0,762
Uttar Pradesh,2014,Housewife,0,0,0,0,0,0,0,4,9,567,212,38,5,835,0,0,0,0,0,0,0,835
Uttar Pradesh,2014,Profession/Salaried Persons (Total),1,4,48,80,30,4,167,0,1,23,12,2,0,38,0,0,0,0,0,0,0,205
Uttar Pradesh,2014,Govt. Servants (Total),1,0,9,24,9,0,43,0,0,6,4,0,0,10,0,0,0,0,0,0,0,53
Uttar Pradesh,2014,Central/UT Govt. Servants,1,0,1,4,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
Uttar Pradesh,2014,State Govt. Servants,0,0,6,18,6,0,30,0,0,0,2,0,0,2,0,0,0,0,0,0,0,32
